sensor1_id,sensor2_id,fband,weight_raw,weight_adj
1001209,1001218,DELTA,0.0,0.0
1001209,1001258,DELTA,0.0,0.0
1001247,1001235,DELTA,0.5741482420676415,0.0
1001247,1001236,DELTA,0.5775241035391369,0.0
1001247,1001222,DELTA,0.3338490835672414,0.0
1001247,1001223,DELTA,0.565655282403499,0.0
1001247,1001208,DELTA,0.8842915048648843,0.0
1001247,1001209,DELTA,0.522529847279014,0.0
1001247,1001248,DELTA,0.0,0.0
1001247,1001241,DELTA,0.0,0.0
1001247,1001242,DELTA,0.0,0.0
1001247,1001226,DELTA,0.0,0.0
1001247,1001227,DELTA,0.0,0.0
1001247,1001260,DELTA,0.0,0.0
1001247,1001261,DELTA,0.0,0.0
1001247,1001251,DELTA,0.0,0.0
1001247,1001252,DELTA,0.0,0.0
1001247,1001240,DELTA,0.0,0.0
1001247,1001219,DELTA,0.0,0.0
1001247,1001259,DELTA,0.0,0.0
1001247,1001243,DELTA,0.0,0.0
1001247,1001228,DELTA,0.0,0.0
1001247,1001229,DELTA,0.0,0.0
1001247,1001212,DELTA,0.0,0.0
1001247,1001213,DELTA,0.0,0.0
1001247,1001232,DELTA,0.0,0.0
1001247,1001233,DELTA,0.0,0.0
1001247,1001216,DELTA,0.0,0.0
1001247,1001217,DELTA,0.0,0.0
1001247,1001244,DELTA,0.0,0.0
1001247,1001246,DELTA,0.0,0.0
1001247,1001206,DELTA,0.0,0.0
1001247,1001207,DELTA,0.0,0.0
1001247,1001201,DELTA,0.0,0.0
1001247,1001202,DELTA,0.0,0.0
1001247,1001230,DELTA,0.0,0.0
1001247,1001231,DELTA,0.0,0.0
1001247,1001214,DELTA,0.0,0.0
1001247,1001215,DELTA,0.0,0.0
1001247,1001254,DELTA,0.0,0.0
1001247,1001255,DELTA,0.0,0.0
1001247,1001224,DELTA,0.0,0.0
1001247,1001225,DELTA,0.0,0.0
1001247,1001210,DELTA,0.0,0.0
1001247,1001211,DELTA,0.0,0.0
1001247,1001249,DELTA,0.0,0.0
1001247,1001250,DELTA,0.0,0.0
1001247,1001238,DELTA,0.0,0.0
1001247,1001239,DELTA,0.0,0.0
1001247,1001262,DELTA,0.0,0.0
1001247,1001263,DELTA,0.0,0.0
1001247,1001256,DELTA,0.0,0.0
1001247,1001257,DELTA,0.0,0.0
1001247,1001237,DELTA,0.0,0.0
1001247,1001218,DELTA,0.0,0.0
1001247,1001258,DELTA,0.0,0.0
1001248,1001235,DELTA,0.5767923906930041,0.0
1001248,1001236,DELTA,0.5188931788883684,0.0
1001248,1001222,DELTA,0.4312413177853524,0.0
1001248,1001223,DELTA,0.3844838664332416,0.0
1001248,1001208,DELTA,0.6826881649035251,0.0
1001248,1001209,DELTA,0.7691414969339129,0.0
1001248,1001247,DELTA,0.8761921774286764,0.0
1001248,1001241,DELTA,0.0,0.0
1001248,1001242,DELTA,0.0,0.0
1001248,1001226,DELTA,0.0,0.0
1001248,1001227,DELTA,0.0,0.0
1001248,1001260,DELTA,0.0,0.0
1001248,1001261,DELTA,0.0,0.0
1001248,1001251,DELTA,0.0,0.0
1001248,1001252,DELTA,0.0,0.0
1001248,1001240,DELTA,0.0,0.0
1001248,1001219,DELTA,0.0,0.0
1001248,1001259,DELTA,0.0,0.0
1001248,1001243,DELTA,0.0,0.0
1001248,1001228,DELTA,0.0,0.0
1001248,1001229,DELTA,0.0,0.0
1001248,1001212,DELTA,0.0,0.0
1001248,1001213,DELTA,0.0,0.0
1001248,1001232,DELTA,0.0,0.0
1001248,1001233,DELTA,0.0,0.0
1001248,1001216,DELTA,0.0,0.0
1001248,1001217,DELTA,0.0,0.0
1001248,1001244,DELTA,0.0,0.0
1001248,1001246,DELTA,0.0,0.0
1001248,1001206,DELTA,0.0,0.0
1001248,1001207,DELTA,0.0,0.0
1001248,1001201,DELTA,0.0,0.0
1001248,1001202,DELTA,0.0,0.0
1001248,1001230,DELTA,0.0,0.0
1001248,1001231,DELTA,0.0,0.0
1001248,1001214,DELTA,0.0,0.0
1001248,1001215,DELTA,0.0,0.0
1001248,1001254,DELTA,0.0,0.0
1001248,1001255,DELTA,0.0,0.0
1001248,1001224,DELTA,0.0,0.0
1001248,1001225,DELTA,0.0,0.0
1001248,1001210,DELTA,0.0,0.0
1001248,1001211,DELTA,0.0,0.0
1001248,1001249,DELTA,0.0,0.0
1001248,1001250,DELTA,0.0,0.0
1001248,1001238,DELTA,0.0,0.0
1001248,1001239,DELTA,0.0,0.0
1001248,1001262,DELTA,0.0,0.0
1001248,1001263,DELTA,0.0,0.0
1001248,1001256,DELTA,0.0,0.0
1001248,1001257,DELTA,0.0,0.0
1001248,1001237,DELTA,0.0,0.0
1001248,1001218,DELTA,0.0,0.0
1001248,1001258,DELTA,0.0,0.0
1001241,1001235,DELTA,0.5901738089017176,0.0
1001241,1001236,DELTA,0.5676379261089429,0.0
1001241,1001222,DELTA,0.3828575579826805,0.0
1001241,1001223,DELTA,0.5227407096834958,0.0
1001241,1001208,DELTA,0.7890424412699916,0.0
1001241,1001209,DELTA,0.5901760566392369,0.0
1001241,1001247,DELTA,0.9455946632980468,0.0
1001241,1001248,DELTA,0.8996098821475889,0.0
1001241,1001242,DELTA,0.0,0.0
1001241,1001226,DELTA,0.0,0.0
1001241,1001227,DELTA,0.0,0.0
1001241,1001260,DELTA,0.0,0.0
1001241,1001261,DELTA,0.0,0.0
1001241,1001251,DELTA,0.0,0.0
1001241,1001252,DELTA,0.0,0.0
1001241,1001240,DELTA,0.0,0.0
1001241,1001219,DELTA,0.0,0.0
1001241,1001259,DELTA,0.0,0.0
1001241,1001243,DELTA,0.0,0.0
1001241,1001228,DELTA,0.0,0.0
1001241,1001229,DELTA,0.0,0.0
1001241,1001212,DELTA,0.0,0.0
1001241,1001213,DELTA,0.0,0.0
1001241,1001232,DELTA,0.0,0.0
1001241,1001233,DELTA,0.0,0.0
1001241,1001216,DELTA,0.0,0.0
1001241,1001217,DELTA,0.0,0.0
1001241,1001244,DELTA,0.0,0.0
1001241,1001246,DELTA,0.0,0.0
1001241,1001206,DELTA,0.0,0.0
1001241,1001207,DELTA,0.0,0.0
1001241,1001201,DELTA,0.0,0.0
1001241,1001202,DELTA,0.0,0.0
1001241,1001230,DELTA,0.0,0.0
1001241,1001231,DELTA,0.0,0.0
1001241,1001214,DELTA,0.0,0.0
1001241,1001215,DELTA,0.0,0.0
1001241,1001254,DELTA,0.0,0.0
1001241,1001255,DELTA,0.0,0.0
1001241,1001224,DELTA,0.0,0.0
1001241,1001225,DELTA,0.0,0.0
1001241,1001210,DELTA,0.0,0.0
1001241,1001211,DELTA,0.0,0.0
1001241,1001249,DELTA,0.0,0.0
1001241,1001250,DELTA,0.0,0.0
1001241,1001238,DELTA,0.0,0.0
1001241,1001239,DELTA,0.0,0.0
1001241,1001262,DELTA,0.0,0.0
1001241,1001263,DELTA,0.0,0.0
1001241,1001256,DELTA,0.0,0.0
1001241,1001257,DELTA,0.0,0.0
1001241,1001237,DELTA,0.0,0.0
1001241,1001218,DELTA,0.0,0.0
1001241,1001258,DELTA,0.0,0.0
1001242,1001235,DELTA,0.6181661109202515,0.0
1001242,1001236,DELTA,0.5962026095599124,0.0
1001242,1001222,DELTA,0.4276386081535472,0.0
1001242,1001223,DELTA,0.4564143486126346,0.0
1001242,1001208,DELTA,0.5862231523298662,0.0
1001242,1001209,DELTA,0.7573255772248007,0.0
1001242,1001247,DELTA,0.8108314115003837,0.0
1001242,1001248,DELTA,0.8962783117384844,0.0
1001242,1001241,DELTA,0.9094111188945052,0.0
1001242,1001226,DELTA,0.0,0.0
1001242,1001227,DELTA,0.0,0.0
1001242,1001260,DELTA,0.0,0.0
1001242,1001261,DELTA,0.0,0.0
1001242,1001251,DELTA,0.0,0.0
1001242,1001252,DELTA,0.0,0.0
1001242,1001240,DELTA,0.0,0.0
1001242,1001219,DELTA,0.0,0.0
1001242,1001259,DELTA,0.0,0.0
1001242,1001243,DELTA,0.0,0.0
1001242,1001228,DELTA,0.0,0.0
1001242,1001229,DELTA,0.0,0.0
1001242,1001212,DELTA,0.0,0.0
1001242,1001213,DELTA,0.0,0.0
1001242,1001232,DELTA,0.0,0.0
1001242,1001233,DELTA,0.0,0.0
1001242,1001216,DELTA,0.0,0.0
1001242,1001217,DELTA,0.0,0.0
1001242,1001244,DELTA,0.0,0.0
1001242,1001246,DELTA,0.0,0.0
1001242,1001206,DELTA,0.0,0.0
1001242,1001207,DELTA,0.0,0.0
1001242,1001201,DELTA,0.0,0.0
1001242,1001202,DELTA,0.0,0.0
1001242,1001230,DELTA,0.0,0.0
1001242,1001231,DELTA,0.0,0.0
1001242,1001214,DELTA,0.0,0.0
1001242,1001215,DELTA,0.0,0.0
1001242,1001254,DELTA,0.0,0.0
1001242,1001255,DELTA,0.0,0.0
1001242,1001224,DELTA,0.0,0.0
1001242,1001225,DELTA,0.0,0.0
1001242,1001210,DELTA,0.0,0.0
1001242,1001211,DELTA,0.0,0.0
1001242,1001249,DELTA,0.0,0.0
1001242,1001250,DELTA,0.0,0.0
1001242,1001238,DELTA,0.0,0.0
1001242,1001239,DELTA,0.0,0.0
1001242,1001262,DELTA,0.0,0.0
1001242,1001263,DELTA,0.0,0.0
1001242,1001256,DELTA,0.0,0.0
1001242,1001257,DELTA,0.0,0.0
1001242,1001237,DELTA,0.0,0.0
1001242,1001218,DELTA,0.0,0.0
1001242,1001258,DELTA,0.0,0.0
1001226,1001235,DELTA,0.2897610299500515,0.0
1001226,1001236,DELTA,0.1566387814684223,0.0
1001226,1001222,DELTA,0.6945081904341847,0.0
1001226,1001223,DELTA,0.1944661036228848,0.0
1001226,1001208,DELTA,0.4907814700660612,0.0
1001226,1001209,DELTA,0.0646845034326204,0.0
1001226,1001247,DELTA,0.2790061933406146,0.0
1001226,1001248,DELTA,0.1546781336711851,0.0
1001226,1001241,DELTA,0.2315969857934571,0.0
1001226,1001242,DELTA,0.1389259861121632,0.0
1001226,1001227,DELTA,0.0,0.0
1001226,1001260,DELTA,0.0,0.0
1001226,1001261,DELTA,0.0,0.0
1001226,1001251,DELTA,0.0,0.0
1001226,1001252,DELTA,0.0,0.0
1001226,1001240,DELTA,0.0,0.0
1001226,1001219,DELTA,0.0,0.0
1001226,1001259,DELTA,0.0,0.0
1001226,1001243,DELTA,0.0,0.0
1001226,1001228,DELTA,0.0,0.0
1001226,1001229,DELTA,0.0,0.0
1001226,1001212,DELTA,0.0,0.0
1001226,1001213,DELTA,0.0,0.0
1001226,1001232,DELTA,0.0,0.0
1001226,1001233,DELTA,0.0,0.0
1001226,1001216,DELTA,0.0,0.0
1001226,1001217,DELTA,0.0,0.0
1001226,1001244,DELTA,0.0,0.0
1001226,1001246,DELTA,0.0,0.0
1001226,1001206,DELTA,0.0,0.0
1001226,1001207,DELTA,0.0,0.0
1001226,1001201,DELTA,0.0,0.0
1001226,1001202,DELTA,0.0,0.0
1001226,1001230,DELTA,0.0,0.0
1001226,1001231,DELTA,0.0,0.0
1001226,1001214,DELTA,0.0,0.0
1001226,1001215,DELTA,0.0,0.0
1001226,1001254,DELTA,0.0,0.0
1001226,1001255,DELTA,0.0,0.0
1001226,1001224,DELTA,0.0,0.0
1001226,1001225,DELTA,0.0,0.0
1001226,1001210,DELTA,0.0,0.0
1001226,1001211,DELTA,0.0,0.0
1001226,1001249,DELTA,0.0,0.0
1001226,1001250,DELTA,0.0,0.0
1001226,1001238,DELTA,0.0,0.0
1001226,1001239,DELTA,0.0,0.0
1001226,1001262,DELTA,0.0,0.0
1001226,1001263,DELTA,0.0,0.0
1001226,1001256,DELTA,0.0,0.0
1001226,1001257,DELTA,0.0,0.0
1001226,1001237,DELTA,0.0,0.0
1001226,1001218,DELTA,0.0,0.0
1001226,1001258,DELTA,0.0,0.0
1001227,1001235,DELTA,0.5109154060289465,0.0
1001227,1001236,DELTA,0.634467708211248,0.0
1001227,1001222,DELTA,0.4100924400041235,0.0
1001227,1001223,DELTA,0.7064179084799023,0.0
1001227,1001208,DELTA,0.1342231182855152,0.0
1001227,1001209,DELTA,0.5533584326555024,0.0
1001227,1001247,DELTA,0.2309141908300717,0.0
1001227,1001248,DELTA,0.247747834155964,0.0
1001227,1001241,DELTA,0.2352265811791941,0.0
1001227,1001242,DELTA,0.334797173852623,0.0
1001227,1001226,DELTA,0.0605879749717996,0.0
1001227,1001260,DELTA,0.0,0.0
1001227,1001261,DELTA,0.0,0.0
1001227,1001251,DELTA,0.0,0.0
1001227,1001252,DELTA,0.0,0.0
1001227,1001240,DELTA,0.0,0.0
1001227,1001219,DELTA,0.0,0.0
1001227,1001259,DELTA,0.0,0.0
1001227,1001243,DELTA,0.0,0.0
1001227,1001228,DELTA,0.0,0.0
1001227,1001229,DELTA,0.0,0.0
1001227,1001212,DELTA,0.0,0.0
1001227,1001213,DELTA,0.0,0.0
1001227,1001232,DELTA,0.0,0.0
1001227,1001233,DELTA,0.0,0.0
1001227,1001216,DELTA,0.0,0.0
1001227,1001217,DELTA,0.0,0.0
1001227,1001244,DELTA,0.0,0.0
1001227,1001246,DELTA,0.0,0.0
1001227,1001206,DELTA,0.0,0.0
1001227,1001207,DELTA,0.0,0.0
1001227,1001201,DELTA,0.0,0.0
1001227,1001202,DELTA,0.0,0.0
1001227,1001230,DELTA,0.0,0.0
1001227,1001231,DELTA,0.0,0.0
1001227,1001214,DELTA,0.0,0.0
1001227,1001215,DELTA,0.0,0.0
1001227,1001254,DELTA,0.0,0.0
1001227,1001255,DELTA,0.0,0.0
1001227,1001224,DELTA,0.0,0.0
1001227,1001225,DELTA,0.0,0.0
1001227,1001210,DELTA,0.0,0.0
1001227,1001211,DELTA,0.0,0.0
1001227,1001249,DELTA,0.0,0.0
1001227,1001250,DELTA,0.0,0.0
1001227,1001238,DELTA,0.0,0.0
1001227,1001239,DELTA,0.0,0.0
1001227,1001262,DELTA,0.0,0.0
1001227,1001263,DELTA,0.0,0.0
1001227,1001256,DELTA,0.0,0.0
1001227,1001257,DELTA,0.0,0.0
1001227,1001237,DELTA,0.0,0.0
1001227,1001218,DELTA,0.0,0.0
